Idade,Anos_Experiencia,Escolaridade,Segunda_Lingua,Terceira_Lingua,Regiao,Profissao,Salario
30.0,33.0,Superior,Inglês,Nenhuma,Norte,Designer,11310.5
63.0,39.0,Fundamental,Nenhuma,Nenhuma,Sul,Programador,7966.41
62.0,0.0,Técnico,Inglês,Nenhuma,Nordeste,Motorista,2502.06
18.0,28.0,Médio,Inglês,Nenhuma,Nordeste,Motorista,4120.72
57.0,35.0,Médio,Inglês,Inglês,Sul,Engenheiro,19270.11
61.0,36.0,Técnico,Italiano,Nenhuma,Centro-Oeste,Motorista,3910.97
36.0,28.0,Mestrado,Nenhuma,Espanhol,Sudeste,Economista,12364.89
29.0,4.0,Médio,Nenhuma,Nenhuma,Norte,Consultor,3480.98
25.0,xxx,Superior,Inglês,Nenhuma,Sudeste,Administrador,12907.28
25.0,23.0,Pós,Inglês,Inglês,Sudeste,Motorista,7901.78
62.0,18.0,Médio,Francês,Nenhuma,Sudeste,Arquiteto,11096.05
29.0,11.0,Doutorado,Nenhuma,Inglês,Sul,Programador,18833.1
65.0,0.0,Mestrado,Inglês,Inglês,Sudeste,Analista de Dados,16666.85
50.0,6.0,Técnico,Nenhuma,Espanhol,Sudeste,Motorista,3021.07
62.0,16.0,Doutorado,Alemão,Inglês,Sudeste,Economista,13287.99
43.0,33.0,Superior,Italiano,Nenhuma,Nordeste,Economista,8195.05
56.0,6.0,Técnico,Inglês,Francês,Centro-Oeste,Enfermeiro,4814.22
45.0,16.0,Superior,Nenhuma,Alemão,Sudeste,Pesquisador,13218.89
22.0,2.0,Superior,Nenhuma,Francês,Sudeste,Designer,7674.59
25.0,28.0,Superior,Inglês,Francês,Norte,Advogado,18350.05
42.0,21.0,Pós,Inglês,Inglês,Sul,Advogado,23970.07
44.0,37.0,Técnico,Nenhuma,Nenhuma,Sudeste,Designer,10606.57
63.0,28.0,Doutorado,Inglês,Inglês,Centro-Oeste,Policial,11521.68
40.0,4.0,Mestrado,Inglês,Nenhuma,Nordeste,Pesquisador,11435.44
47.0,29.0,Pós,Inglês,Nenhuma,Sudeste,Designer,12719.86
62.0,22.0,Fundamental,Francês,Espanhol,Sudeste,Cientista,7838.88
64.0,20.0,Superior,Inglês,Nenhuma,Sul,Engenheiro,22700.02
40.0,25.0,Pós,Inglês,Nenhuma,Nordeste,Motorista,5324.29
64.0,20.0,Mestrado,Inglês,Inglês,Sudeste,Professor,15362.53
37.0,19.0,Doutorado,Inglês,Nenhuma,Sul,Designer,17408.43
35.0,22.0,Doutorado,Francês,Nenhuma,Sul,Vendedor,6161.23
35.0,3.0,Superior,Inglês,Nenhuma,Sudeste,Enfermeiro,5623.35
19.0,20.0,Mestrado,Nenhuma,Nenhuma,Sudeste,Vendedor,4935.51
21.0,20.0,Fundamental,Inglês,Nenhuma,Sul,Cientista,8124.43
47.0,0.0,Técnico,Alemão,Nenhuma,Norte,Advogado,7026.34
50.0,14.0,Médio,Francês,Nenhuma,Sul,Programador,9343.4
53.0,16.0,Mestrado,Inglês,Inglês,Sul,Agrônomo,9383.07
35.0,13.0,Doutorado,Italiano,Francês,Sul,Enfermeiro,9433.77
54.0,18.0,Técnico,Nenhuma,Espanhol,Sul,Analista de Dados,10967.61
36.0,33.0,Técnico,Alemão,Italiano,Centro-Oeste,Técnico,5006.43
64.0,5.0,Doutorado,Inglês,Inglês,Norte,Vendedor,5243.67
45.0,5.0,Superior,Italiano,Inglês,Nordeste,Analista de Dados,7328.25
57.0,4.0,Superior,Italiano,Inglês,Centro-Oeste,Policial,4959.18
37.0,6.0,Superior,Francês,Nenhuma,Centro-Oeste,Analista de Dados,6747.19
50.0,32.0,Superior,Nenhuma,Nenhuma,Sudeste,Economista,10007.66
29.0,12.0,Doutorado,Alemão,Inglês,Sul,Arquiteto,17189.1
32.0,0.0,Técnico,Inglês,Italiano,Nordeste,Motorista,2058.63
58.0,12.0,Médio,Inglês,Francês,Centro-Oeste,Economista,5461.45
56.0,26.0,Médio,Inglês,Nenhuma,Centro-Oeste,Policial,5067.0
19.0,6.0,Fundamental,Francês,Espanhol,Sudeste,Programador,6726.82
46.0,2.0,Superior,Inglês,Nenhuma,Centro-Oeste,Analista de Dados,9829.57
58.0,24.0,Doutorado,Inglês,Nenhuma,Norte,Médico,31954.8
27.0,32.0,Pós,Nenhuma,Alemão,Centro-Oeste,Cientista,
19.0,39.0,Doutorado,Inglês,Inglês,Centro-Oeste,Pesquisador,40964.73
28.0,16.0,Doutorado,Inglês,Nenhuma,Sul,Engenheiro,28738.41
30.0,13.0,Superior,Inglês,Nenhuma,Sudeste,Professor,10920.72
27.0,36.0,Superior,Inglês,Italiano,Sudeste,Administrador,13624.77
31.0,22.0,Superior,Inglês,Inglês,Sudeste,Advogado,23095.53
35.0,23.0,Médio,Nenhuma,Nenhuma,Sudeste,Pesquisador,13932.2
26.0,28.0,Superior,Nenhuma,Alemão,Sudeste,Enfermeiro,7694.91
56.0,37.0,Superior,Inglês,Inglês,Sul,Advogado,29055.77
45.0,26.0,Superior,Alemão,Espanhol,Sul,Economista,8619.21
20.0,37.0,Superior,Italiano,Nenhuma,Sudeste,Economista,12124.12
37.0,39.0,Técnico,Inglês,Inglês,Sul,Administrador,10283.37
23.0,22.0,Superior,Inglês,Nenhuma,Sul,Administrador,9454.23
44.0,30.0,Técnico,Nenhuma,Inglês,Sudeste,Policial,6501.26
19.0,35.0,Médio,Italiano,Inglês,Norte,Engenheiro,15336.74
46.0,16.0,Superior,Inglês,Inglês,Sudeste,Pesquisador,erro
55.0,36.0,Técnico,Alemão,Nenhuma,Centro-Oeste,Programador,12473.98
20.0,2.0,Mestrado,Francês,Nenhuma,Sul,Policial,6257.15
33.0,35.0,Médio,Inglês,Nenhuma,Nordeste,Consultor,7245.27
47.0,4.0,Superior,Inglês,Inglês,Sul,Motorista,3247.66
57.0,14.0,Superior,Inglês,Nenhuma,Sudeste,Administrador,10027.62
19.0,5.0,Médio,Inglês,Nenhuma,Sudeste,Professor,6152.31
34.0,9.0,Superior,Nenhuma,Alemão,Sul,Motorista,3221.25
58.0,31.0,Superior,Inglês,Espanhol,Sul,Cientista,22927.66
29.0,22.0,Técnico,Francês,Inglês,Centro-Oeste,Policial,4823.55
52.0,16.0,Médio,Nenhuma,Inglês,Norte,Professor,5618.73
60.0,19.0,Superior,Inglês,Nenhuma,Sudeste,Cientista,15194.55
18.0,14.0,Médio,Inglês,Inglês,Norte,Engenheiro,10402.26
62.0,21.0,Superior,Nenhuma,Inglês,Sudeste,Técnico,7578.47
32.0,5.0,Mestrado,Nenhuma,Nenhuma,Centro-Oeste,Policial,4842.57
43.0,3.0,Médio,Francês,Espanhol,Centro-Oeste,Advogado,9153.32
54.0,22.0,Superior,Francês,Espanhol,Nordeste,Policial,5410.34
38.0,18.0,Superior,Inglês,Inglês,Sudeste,Enfermeiro,8897.11
48.0,30.0,Superior,Francês,Inglês,Sudeste,Administrador,11360.74
42.0,2.0,Técnico,Italiano,Nenhuma,Sul,Administrador,4447.7
40.0,27.0,Superior,Inglês,Espanhol,Centro-Oeste,Técnico,8168.43
41.0,2.0,Fundamental,Inglês,Inglês,Centro-Oeste,Cientista,5411.34
55.0,,Médio,Inglês,Alemão,Nordeste,Advogado,11436.9
45.0,17.0,Superior,Inglês,Inglês,Sudeste,Consultor,12297.08
38.0,26.0,Médio,Nenhuma,Nenhuma,Norte,Pesquisador,7802.97
60.0,9.0,Médio,Francês,Nenhuma,Sul,Economista,4283.34
35.0,14.0,Técnico,Inglês,Espanhol,Sul,Motorista,4220.67
53.0,18.0,Médio,Nenhuma,Nenhuma,Sudeste,Pesquisador,12974.48
52.0,8.0,Médio,Inglês,Nenhuma,Centro-Oeste,Vendedor,2472.3
62.0,3.0,Técnico,Nenhuma,Nenhuma,Centro-Oeste,Economista,4733.89
26.0,14.0,Médio,Italiano,Nenhuma,Norte,Administrador,4594.11
55.0,7.0,Pós,Nenhuma,Nenhuma,Nordeste,Arquiteto,9350.29
47.0,0.0,Médio,Inglês,Nenhuma,Centro-Oeste,Pesquisador,8509.33
61.0,6.0,Pós,Inglês,Nenhuma,Centro-Oeste,Médico,16388.7
51.0,30.0,Técnico,Inglês,Italiano,Sudeste,Motorista,4215.58
49.0,17.0,Superior,Inglês,Nenhuma,Sul,Enfermeiro,7691.51
20.0,11.0,Médio,Italiano,Nenhuma,Centro-Oeste,Técnico,3131.9
,29.0,Doutorado,Inglês,Italiano,Sul,Programador,28777.2
45.0,32.0,Pós,Alemão,Italiano,Norte,Motorista,5035.77
61.0,xxx,Médio,Francês,Espanhol,Nordeste,Professor,4558.57
32.0,27.0,Médio,Inglês,Nenhuma,Centro-Oeste,Arquiteto,12700.28
58.0,2.0,Superior,Inglês,Alemão,Sul,Economista,8434.73
,5.0,Doutorado,Nenhuma,Nenhuma,Nordeste,Designer,9087.54
57.0,30.0,Superior,Inglês,Nenhuma,Centro-Oeste,Economista,10580.69
28.0,37.0,Superior,Inglês,Francês,Nordeste,Motorista,4598.24
65.0,14.0,Médio,Italiano,Inglês,Sudeste,Economista,5349.12
49.0,6.0,Técnico,Francês,Inglês,Nordeste,Vendedor,2300.23
53.0,29.0,Técnico,Italiano,Nenhuma,Centro-Oeste,Técnico,5781.2
50.0,26.0,Técnico,Nenhuma,Nenhuma,Sul,Agrônomo,5645.52
41.0,16.0,Fundamental,Nenhuma,Espanhol,Nordeste,Cientista,5826.84
56.0,17.0,Fundamental,Inglês,Inglês,Sul,Policial,3633.76
51.0,21.0,Superior,Inglês,Nenhuma,Centro-Oeste,Cientista,15176.49
45.0,25.0,Superior,Francês,Francês,Centro-Oeste,Motorista,4998.61
54.0,26.0,Técnico,Italiano,Nenhuma,Nordeste,Motorista,2574.63
24.0,39.0,Mestrado,Alemão,Nenhuma,Sudeste,Vendedor,7470.68
21.0,23.0,Técnico,Alemão,Nenhuma,Sul,Professor,5707.64
54.0,7.0,Técnico,Francês,Nenhuma,Sudeste,Pesquisador,8883.32
18.0,20.0,Pós,Inglês,Inglês,Sudeste,Professor,15482.65
18.0,28.0,Pós,Nenhuma,Inglês,Norte,Arquiteto,11901.69
64.0,20.0,Mestrado,Inglês,Nenhuma,Nordeste,Cientista,314222.2
37.0,2.0,Fundamental,Nenhuma,Espanhol,Nordeste,Administrador,2331.78
36.0,30.0,Médio,Francês,Inglês,Norte,Enfermeiro,5036.41
46.0,26.0,Superior,Francês,Nenhuma,Centro-Oeste,Cientista,11155.37
27.0,26.0,Técnico,Inglês,Nenhuma,Nordeste,Designer,7203.95
35.0,8.0,Fundamental,Inglês,Francês,Sudeste,Economista,6192.1
45.0,32.0,Superior,Nenhuma,Nenhuma,Sudeste,Enfermeiro,6435.01
52.0,32.0,Técnico,Inglês,Alemão,Nordeste,Professor,10428.78
60.0,25.0,Técnico,Inglês,Nenhuma,Sudeste,Arquiteto,11892.14
64.0,27.0,Técnico,Inglês,Inglês,Sul,Advogado,16309.05
48.0,30.0,Fundamental,Inglês,Espanhol,Nordeste,Professor,5820.23
44.0,0.0,Médio,Inglês,Espanhol,Norte,Programador,5234.66
28.0,19.0,Superior,Inglês,Nenhuma,Centro-Oeste,Enfermeiro,
55.0,11.0,Técnico,Alemão,Inglês,Sudeste,Consultor,7403.79
22.0,16.0,Mestrado,Francês,Nenhuma,Sudeste,Administrador,10196.56
25.0,14.0,Médio,Nenhuma,Nenhuma,Sudeste,Economista,6784.07
51.0,33.0,Mestrado,Inglês,Nenhuma,Sudeste,Cientista,26820.93
65.0,15.0,Superior,Inglês,Nenhuma,Centro-Oeste,Consultor,8456.37
29.0,3.0,Técnico,Inglês,Inglês,Sudeste,Técnico,4681.6
55.0,7.0,Técnico,Italiano,Inglês,Sul,Professor,4887.03
18.0,33.0,Técnico,Inglês,Nenhuma,Sudeste,Médico,25017.19
48.0,24.0,Superior,Alemão,Nenhuma,Nordeste,Analista de Dados,11330.0
21.0,14.0,Técnico,Inglês,Inglês,Sudeste,Cientista,16745.3
62.0,27.0,Superior,Inglês,Nenhuma,Sudeste,Técnico,7815.52
22.0,8.0,Superior,Inglês,Francês,Sul,Economista,7884.95
47.0,1.0,Superior,Nenhuma,Nenhuma,Sudeste,Programador,8774.13
41.0,16.0,Superior,Inglês,Inglês,Sul,Economista,erro
20.0,9.0,Médio,Nenhuma,Espanhol,Sul,Administrador,4647.0
28.0,8.0,Mestrado,Nenhuma,Nenhuma,Sudeste,Cientista,14498.34
62.0,30.0,Pós,Inglês,Nenhuma,Sudeste,Engenheiro,24722.86
21.0,1.0,Doutorado,Nenhuma,Nenhuma,Centro-Oeste,Agrônomo,6394.2
43.0,23.0,Médio,Inglês,Inglês,Sudeste,Administrador,erro
44.0,18.0,Mestrado,Inglês,Nenhuma,Sudeste,Advogado,25621.08
63.0,16.0,Mestrado,Inglês,Nenhuma,Nordeste,Agrônomo,6234.91
60.0,9.0,Superior,Inglês,Nenhuma,Sudeste,Administrador,
44.0,27.0,Superior,Inglês,Nenhuma,Sul,Designer,10540.64
59.0,37.0,Doutorado,Inglês,Italiano,Nordeste,Analista de Dados,29452.46
23.0,27.0,Doutorado,Inglês,Espanhol,Nordeste,Professor,14500.28
32.0,0.0,Superior,Alemão,Nenhuma,Sudeste,Economista,5288.05
47.0,2.0,Técnico,Inglês,Inglês,Nordeste,Consultor,5220.36
59.0,14.0,Mestrado,Inglês,Nenhuma,Sul,Consultor,9350.85
54.0,9.0,Médio,Italiano,Nenhuma,Sudeste,Advogado,9965.48
54.0,20.0,Técnico,Francês,Francês,Norte,Programador,7610.13
59.0,36.0,Doutorado,Italiano,Nenhuma,Sudeste,Professor,16441.72
54.0,14.0,Mestrado,Nenhuma,Italiano,Sudeste,Engenheiro,19829.07
52.0,22.0,Doutorado,Alemão,Nenhuma,Sudeste,Agrônomo,9187.06
40.0,13.0,Superior,Italiano,Espanhol,Centro-Oeste,Agrônomo,5337.13
23.0,14.0,Superior,Inglês,Inglês,Nordeste,Engenheiro,14563.37
21.0,9.0,Doutorado,Inglês,Nenhuma,Sudeste,Engenheiro,25207.79
35.0,8.0,Técnico,Alemão,Nenhuma,Norte,Advogado,8099.31
26.0,38.0,Pós,Alemão,Nenhuma,Sudeste,Enfermeiro,9308.48
46.0,4.0,Superior,Italiano,Nenhuma,Sudeste,Vendedor,3564.24
30.0,24.0,Médio,Italiano,Italiano,Sudeste,Designer,6316.9
64.0,25.0,Fundamental,Francês,Nenhuma,Sudeste,Arquiteto,erro
34.0,,Técnico,Inglês,Nenhuma,Nordeste,Analista de Dados,8031.11
62.0,21.0,Superior,Inglês,Italiano,Sudeste,Designer,9721.22
49.0,24.0,Médio,Alemão,Nenhuma,Nordeste,Administrador,6092.14
65.0,11.0,Superior,Alemão,Nenhuma,Nordeste,Pesquisador,10679.1
39.0,8.0,Superior,Inglês,Inglês,Norte,Agrônomo,erro
21.0,9.0,Pós,Nenhuma,Inglês,Sul,Arquiteto,10232.51
22.0,9.0,Médio,Nenhuma,Nenhuma,Sul,Engenheiro,erro
54.0,8.0,Superior,Italiano,Francês,Sudeste,Enfermeiro,5110.22
58.0,25.0,Médio,Inglês,Nenhuma,Centro-Oeste,Motorista,2936.9
30.0,34.0,Fundamental,Inglês,Inglês,Sul,Consultor,7884.57
51.0,26.0,Médio,Inglês,Nenhuma,Sudeste,Engenheiro,15177.41
62.0,30.0,Superior,Alemão,Inglês,Sudeste,Professor,10673.34
39.0,18.0,Médio,Inglês,Nenhuma,Centro-Oeste,Engenheiro,13569.89
40.0,37.0,Fundamental,Inglês,Nenhuma,Nordeste,Engenheiro,10336.0
20.0,5.0,Médio,Italiano,Nenhuma,Nordeste,Economista,3274.58
59.0,14.0,Doutorado,Nenhuma,Nenhuma,Norte,Consultor,10361.13
51.0,28.0,Doutorado,Alemão,Inglês,Sul,Designer,16124.38
49.0,4.0,Médio,Nenhuma,Nenhuma,Sul,Vendedor,1935.11
62.0,13.0,Técnico,Nenhuma,Italiano,Nordeste,Agrônomo,3800.1
38.0,1.0,Doutorado,Inglês,Nenhuma,Norte,Designer,9276.22
63.0,22.0,Médio,Francês,Nenhuma,Centro-Oeste,Médico,10736.23
61.0,18.0,Médio,Inglês,Inglês,Sul,Advogado,12976.07
38.0,23.0,Médio,Inglês,Inglês,Centro-Oeste,Técnico,5854.45
61.0,19.0,Doutorado,Inglês,Nenhuma,Sul,Médico,26431.94
28.0,26.0,Pós,Inglês,Nenhuma,Sul,Cientista,22655.25
56.0,23.0,Médio,Nenhuma,Nenhuma,Sul,Técnico,4248.97
21.0,16.0,Fundamental,Nenhuma,Nenhuma,Sudeste,Economista,3765.82
18.0,24.0,Doutorado,Inglês,Nenhuma,Sul,Professor,16664.91
45.0,30.0,Superior,Inglês,Nenhuma,Sudeste,Enfermeiro,8382.44
41.0,27.0,Superior,Inglês,Nenhuma,Sul,Designer,9464.11
52.0,27.0,Técnico,Alemão,Nenhuma,Sudeste,Consultor,8035.15
30.0,21.0,Pós,Inglês,Inglês,Sudeste,Professor,12451.82
64.0,4.0,Médio,Italiano,Espanhol,Sul,Enfermeiro,2999.13
51.0,7.0,Pós,Inglês,Nenhuma,Sul,Vendedor,4798.93
28.0,37.0,Médio,Inglês,Nenhuma,Sudeste,Programador,12472.16
53.0,27.0,Médio,Francês,Alemão,Sudeste,Enfermeiro,5725.82
34.0,11.0,Superior,Nenhuma,Nenhuma,Norte,Policial,3712.67
52.0,24.0,Mestrado,Nenhuma,Nenhuma,Sul,Médico,20593.78
35.0,37.0,Técnico,Francês,Inglês,Centro-Oeste,Professor,8273.01
57.0,14.0,Fundamental,Inglês,Italiano,Centro-Oeste,Engenheiro,10605.78
39.0,33.0,Superior,Alemão,Nenhuma,Nordeste,Advogado,17703.94
41.0,12.0,Superior,Nenhuma,Espanhol,Sudeste,Arquiteto,9853.21
36.0,7.0,Pós,Inglês,Nenhuma,Sul,Motorista,4468.61
54.0,12.0,Superior,Nenhuma,Inglês,Nordeste,Consultor,5617.88
56.0,35.0,Médio,Inglês,Italiano,Sul,Advogado,20566.3
38.0,5.0,Superior,Italiano,Nenhuma,Centro-Oeste,Técnico,
25.0,37.0,Técnico,Inglês,Nenhuma,Sul,Arquiteto,17988.29
erro,31.0,Doutorado,Italiano,Nenhuma,Sudeste,Engenheiro,36293.33
22.0,xxx,Superior,Inglês,Inglês,Centro-Oeste,Consultor,10608.78
34.0,6.0,Superior,Inglês,Nenhuma,Sul,Policial,4763.75
54.0,xxx,Técnico,Italiano,Francês,Sudeste,Motorista,4899.05
53.0,14.0,Técnico,Inglês,Nenhuma,Sudeste,Administrador,6810.37
36.0,22.0,Superior,Nenhuma,Nenhuma,Sudeste,Motorista,5314.23
,37.0,Técnico,Inglês,Nenhuma,Nordeste,Professor,8005.18
51.0,14.0,Mestrado,Nenhuma,Inglês,Sul,Professor,11224.05
28.0,39.0,Superior,Inglês,Nenhuma,Centro-Oeste,Vendedor,5793.78
62.0,15.0,Técnico,Francês,Nenhuma,Sul,Analista de Dados,8997.21
64.0,31.0,Médio,Nenhuma,Nenhuma,Sul,Advogado,13656.68
29.0,36.0,Superior,Alemão,Nenhuma,Norte,Pesquisador,
38.0,17.0,Fundamental,Nenhuma,Italiano,Nordeste,Analista de Dados,5238.21
28.0,19.0,Superior,Italiano,Nenhuma,Sudeste,Médico,17652.68
56.0,1.0,Superior,Inglês,Nenhuma,Norte,Programador,9514.14
erro,22.0,Técnico,Alemão,Nenhuma,Centro-Oeste,Programador,9940.46
22.0,29.0,Pós,Nenhuma,Nenhuma,Sudeste,Pesquisador,22370.95
34.0,2.0,Superior,Nenhuma,Nenhuma,Nordeste,Policial,3812.56
37.0,38.0,Doutorado,Alemão,Nenhuma,Sudeste,Técnico,14128.27
58.0,0.0,Superior,Inglês,Nenhuma,Centro-Oeste,Engenheiro,12981.26
63.0,,Superior,Inglês,Nenhuma,Centro-Oeste,Médico,16325.34
29.0,28.0,Médio,Inglês,Italiano,Nordeste,Policial,4757.83
23.0,13.0,Técnico,Inglês,Nenhuma,Sul,Programador,10006.41
34.0,27.0,Fundamental,Inglês,Nenhuma,Norte,Arquiteto,7837.16
36.0,20.0,Superior,Nenhuma,Inglês,Norte,Arquiteto,8554.01
43.0,31.0,Técnico,Inglês,Nenhuma,Sul,Técnico,7971.31
65.0,5.0,Superior,Francês,Nenhuma,Norte,Cientista,7835.4
61.0,0.0,Técnico,Inglês,Inglês,Nordeste,Administrador,5139.15
61.0,20.0,Superior,Italiano,Nenhuma,Sul,Médico,13004.32
49.0,3.0,Superior,Inglês,Nenhuma,Sudeste,Economista,7227.18
,2.0,Superior,Inglês,Nenhuma,Sudeste,Arquiteto,9004.76
53.0,29.0,Doutorado,Francês,Nenhuma,Sudeste,Vendedor,6661.34
55.0,30.0,Pós,Inglês,Inglês,Nordeste,Engenheiro,26997.03
28.0,33.0,Técnico,Inglês,Inglês,Centro-Oeste,Engenheiro,18257.18
50.0,18.0,Superior,Nenhuma,Nenhuma,Sudeste,Designer,9403.44
41.0,19.0,Superior,Inglês,Nenhuma,Sudeste,Policial,7148.83
40.0,22.0,Pós,Nenhuma,Nenhuma,Sudeste,Analista de Dados,16547.52
32.0,39.0,Mestrado,Francês,Nenhuma,Norte,Engenheiro,19059.68
44.0,24.0,Técnico,Alemão,Nenhuma,Sudeste,Programador,10093.74
,14.0,Mestrado,Inglês,Nenhuma,Sudeste,Professor,245975.80000000002
34.0,37.0,Médio,Italiano,Nenhuma,Sul,Arquiteto,11162.44
31.0,22.0,Pós,Alemão,Francês,Sul,Programador,13827.11
44.0,1.0,Médio,Italiano,Nenhuma,Sudeste,Arquiteto,7627.09
35.0,14.0,Técnico,Inglês,Nenhuma,Sudeste,Administrador,7104.95
45.0,34.0,Mestrado,Italiano,Nenhuma,Norte,Professor,10346.31
64.0,9.0,Superior,Nenhuma,Nenhuma,Sul,Engenheiro,12094.41
64.0,13.0,Doutorado,Inglês,Nenhuma,Sudeste,Arquiteto,27433.66
21.0,26.0,Médio,Nenhuma,Inglês,Sudeste,Programador,11039.76
24.0,13.0,Superior,Inglês,Nenhuma,Sul,Analista de Dados,11406.86
62.0,34.0,Pós,Inglês,Nenhuma,Sudeste,Designer,17345.86
52.0,,Fundamental,Inglês,Espanhol,Sudeste,Analista de Dados,9394.44
65.0,0.0,Médio,Inglês,Nenhuma,Sudeste,Cientista,10589.56
26.0,33.0,Fundamental,Inglês,Nenhuma,Sul,Vendedor,3465.04
25.0,18.0,Doutorado,Inglês,Nenhuma,Sudeste,Professor,14854.38
62.0,23.0,Pós,Inglês,Espanhol,Centro-Oeste,Pesquisador,16684.57
34.0,3.0,Técnico,Inglês,Inglês,Sudeste,Arquiteto,10911.06
34.0,35.0,Médio,Inglês,Nenhuma,Nordeste,Pesquisador,10985.06
50.0,12.0,Médio,Inglês,Nenhuma,Sul,Programador,10065.0
49.0,31.0,Superior,Nenhuma,Nenhuma,Sudeste,Cientista,16531.57
25.0,8.0,Doutorado,Nenhuma,Espanhol,Sul,Pesquisador,20758.6
36.0,38.0,Superior,Nenhuma,Nenhuma,Nordeste,Engenheiro,15116.05
55.0,15.0,Técnico,Inglês,Inglês,Centro-Oeste,Motorista,3216.29
20.0,2.0,Superior,Inglês,Italiano,Sul,Programador,9735.76
22.0,19.0,Doutorado,Inglês,Espanhol,Nordeste,Técnico,11619.33
30.0,9.0,Superior,Inglês,Inglês,Centro-Oeste,Administrador,6983.85
64.0,21.0,Doutorado,Nenhuma,Inglês,Sul,Pesquisador,29386.0
63.0,2.0,Fundamental,Nenhuma,Nenhuma,Sudeste,Programador,4449.63
48.0,10.0,Pós,Inglês,Nenhuma,Centro-Oeste,Analista de Dados,10954.86
33.0,24.0,Superior,Inglês,Italiano,Centro-Oeste,Consultor,7955.09
49.0,7.0,Superior,Nenhuma,Inglês,Sudeste,Arquiteto,11671.88
39.0,8.0,Superior,Italiano,Nenhuma,Nordeste,Economista,5228.32
46.0,14.0,Fundamental,Inglês,Nenhuma,Sul,Designer,5715.01
39.0,31.0,Médio,Inglês,Nenhuma,Sudeste,Consultor,
60.0,2.0,Doutorado,Alemão,Italiano,Sudeste,Cientista,20024.65
20.0,3.0,Médio,Inglês,Inglês,Sudeste,Vendedor,2705.07
27.0,29.0,Doutorado,Nenhuma,Nenhuma,Sudeste,Administrador,19416.98
59.0,12.0,Superior,Inglês,Nenhuma,Centro-Oeste,Agrônomo,5919.01
38.0,20.0,Superior,Inglês,Nenhuma,Norte,Administrador,7793.56
33.0,18.0,Doutorado,Inglês,Nenhuma,Sudeste,Advogado,34862.41
29.0,38.0,Pós,Inglês,Inglês,Sul,Motorista,9110.43
19.0,21.0,Superior,Francês,Inglês,Sudeste,Programador,13580.78
58.0,19.0,Médio,Inglês,Inglês,Sul,Economista,6821.3
41.0,36.0,Mestrado,Inglês,Alemão,Sudeste,Consultor,17037.89
52.0,30.0,Pós,Italiano,Nenhuma,Nordeste,Pesquisador,19373.28
47.0,9.0,Pós,Inglês,Nenhuma,Nordeste,Advogado,14624.12
47.0,17.0,Pós,Inglês,Alemão,Sul,Técnico,9872.76
64.0,38.0,Técnico,Inglês,Nenhuma,Sudeste,Motorista,4801.57
52.0,19.0,Mestrado,Inglês,Nenhuma,Centro-Oeste,Cientista,385476.8
36.0,17.0,Fundamental,Alemão,Inglês,Sudeste,Enfermeiro,4138.52
25.0,10.0,Médio,Inglês,Nenhuma,Sudeste,Técnico,5761.07
43.0,21.0,Fundamental,Francês,Nenhuma,Sul,Enfermeiro,3772.58
57.0,17.0,Médio,Alemão,Nenhuma,Sul,Engenheiro,9037.65
24.0,,Superior,Francês,Francês,Sudeste,Técnico,9574.83
47.0,xxx,Fundamental,Nenhuma,Nenhuma,Sul,Médico,10120.14
24.0,0.0,Médio,Inglês,Nenhuma,Sudeste,Cientista,7929.49
20.0,9.0,Médio,Francês,Italiano,Sul,Administrador,5084.72
18.0,0.0,Superior,Nenhuma,Inglês,Sul,Enfermeiro,5097.62
53.0,37.0,Superior,Nenhuma,Nenhuma,Norte,Pesquisador,11668.69
42.0,38.0,Superior,Francês,Nenhuma,Sul,Vendedor,6124.88
54.0,8.0,Pós,Inglês,Alemão,Centro-Oeste,Designer,8023.9
18.0,30.0,Superior,Inglês,Alemão,Centro-Oeste,Motorista,5694.79
32.0,6.0,Técnico,Inglês,Inglês,Sudeste,Enfermeiro,4903.16
54.0,16.0,Doutorado,Nenhuma,Nenhuma,Nordeste,Técnico,8716.99
30.0,34.0,Fundamental,Alemão,Alemão,Norte,Policial,3870.51
57.0,36.0,Técnico,Alemão,Inglês,Nordeste,Analista de Dados,10783.29
25.0,,Superior,Francês,Nenhuma,Sudeste,Designer,8219.23
22.0,32.0,Pós,Inglês,Nenhuma,Sul,Economista,12515.97
26.0,3.0,Mestrado,Inglês,Nenhuma,Centro-Oeste,Administrador,7429.29
18.0,22.0,Fundamental,Nenhuma,Nenhuma,Sudeste,Economista,5401.31
53.0,10.0,Pós,Italiano,Espanhol,Nordeste,Arquiteto,10526.6
52.0,8.0,Pós,Alemão,Alemão,Sul,Professor,6961.89
19.0,29.0,Médio,Inglês,Espanhol,Sudeste,Pesquisador,18335.6
57.0,7.0,Médio,Inglês,Nenhuma,Centro-Oeste,Programador,6111.46
40.0,39.0,Pós,Inglês,Inglês,Sul,Motorista,7202.31
26.0,4.0,Médio,Inglês,Inglês,Norte,Engenheiro,8685.76
51.0,11.0,Fundamental,Inglês,Nenhuma,Sudeste,Policial,3186.95
63.0,0.0,Médio,Inglês,Espanhol,Norte,Programador,4875.56
31.0,,Fundamental,Inglês,Italiano,Sul,Pesquisador,9945.3
21.0,24.0,Médio,Inglês,Nenhuma,Nordeste,Engenheiro,12407.01
47.0,17.0,Técnico,Italiano,Inglês,Norte,Professor,5338.84
